"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
"10159",30.93357,34.34973,35.9531,27.61806,47.54147,24.75376,18.91157,33.18167,3.895057,3.977655,53.08723,43.09807,38.79609,54.6927123181273
"10160",33.01115,35.91097,39.50238,28.21173,47.7944,26.60369,20.21642,27.23211,3.955525,4.108582,57.99814,44.76266,41.8641,60.0311644805865
"10161",41.03242,35.83026,26.88265,27.79636,40.62255,25.59323,20.83897,21.93549,4.425644,4.376173,59.57533,43.95684,40.1095,41.0498992921113
"10162",22.14687,17.14251,16.90148,14.41804,14.17493,12.41397,9.366365,17.22605,3.537438,3.371043,21.32065,18.65775,17.97723,26.0372774165836
"10163",18.77785,10.93884,9.080806,9.671857,11.98977,8.42464,6.712229,13.05152,2.614151,2.361163,10.42632,11.67535,15.12112,14.2742454700512
"10164",26.33079,13.44545,7.976834,13.92379,18.87942,11.59864,8.835574,9.370911,2.672805,2.62539,15.16192,18.8224,20.50987,12.6137673700719
"10165",9.154077,7.713888,6.923112,7.42301,6.855311,7.117847,5.910068,6.160215,2.099426,2.15705,5.899062,9.012159,10.33734,11.0288700135571
"10166",6.606483,4.950713,2.783595,3.65793,1.169885,3.470382,4.013375,3.674933,1.316313,1.39933,2.818317,3.453411,5.149318,4.80264568631703
"10167",5.679848,3.859538,1.396976,2.201099,0.04510662,2.219681,2.911786,2.423867,1.002081,1.15673,2.055291,1.802422,3.30325,2.7170398172233
"10168",4.837785,3.240708,0.8231891,1.486243,0,1.575097,2.138567,1.81932,0.839753,1.057109,1.780758,1.062727,2.21531,1.8540101556875
"10169",4.143817,2.583488,0.5790312,1.074947,0,1.12177,1.732942,1.549435,0.6507933,0.795855,1.563783,0.6092124,1.63897,1.48677362624026
"10170",2.828335,1.941468,0.4591126,0.7804849,0,0.8668367,1.379629,1.306505,0.4545221,0.6980696,1.40576,0.3127655,1.096184,1.30640473184786
"10171",4.231601,1.551965,0.3431484,0.6058931,0,0.7079683,0.986861,1.009019,0.3394176,0.629199,1.180477,0.1076101,0.8423557,1.13198362834014
"10172",1.791884,1.278669,0.2922667,0.4861567,0,0.5535239,0.7082483,0.8147292,0.2580219,0.6192451,1.088348,0.005328979,0.5703615,1.0554527484449
"10173",1.65557,1.097278,0.256776,0.3778941,0,0.4405467,0.5294017,0.6993544,0.1978512,0.5397607,1.003276,0,0.4533887,1.00207138541854
"10174",1.3354,0.9225394,0.2002918,0.2382897,0,0.3785662,0.4680086,0.6976228,0.1338695,0.4221264,0.9439484,0,0.3481952,0.917113816662403
"10175",1.1697,0.8658479,0.1738999,0.1919518,0,0.323063,0.4093564,0.6648222,0.1182957,0.4241601,0.8541737,0,0.3173259,0.877417907738225
"10176",1.055902,0.7426762,0.2175217,0.1449652,0,0.2711642,0.3080212,0.6289799,0.09028134,0.3702037,0.8889928,0.006235229,0.3135728,0.943029212718492
"10177",1.817047,0.6169524,0.1961509,0.1171639,0,0.2163152,0.2026982,0.5517065,0.07796445,0.3388177,0.9168929,0,0.2507573,0.910885512172612
"10178",0.6949991,0.4524103,0.2112385,0.07139244,0.3070778,0.1557632,0.1005724,0.3694997,0.06588126,0.2662803,0.8163393,0.03769657,0.18722,0.933578686801359
"10179",0.4707563,0.3289114,0.2122699,0.03449012,0.5649889,0.1062276,0.02847844,0.2377284,0.05151071,0.1709056,0.7408685,0.08041462,0.1724509,0.935130009762737
"10180",0.3032475,0.2293289,0.2246742,0.01160956,1.8626,0.066531,0,0.1028251,0.05092231,0.1273613,0.6929349,0.1214698,0.1182517,0.953787247895201
"10181",0.1607644,0.2135258,0.2088979,0.007092998,3.417409,0.04023786,0.006264736,0.06681496,0.03620042,0.08073493,0.6092668,0.1014545,0.07811254,0.930058203455032
"10182",0.08506716,0.1641375,0.1852456,0.003488763,3.449491,0.03178855,0.03368513,0.08902358,0.01969138,0.07666355,0.5413045,0.07118133,0.02060681,0.894482911541704
"10183",0.02139481,0.1280272,0.1228914,0.002445828,5.935679,0.03115475,0.06487135,0.06192319,0.01005136,0.1136061,0.481256,0.04884589,0,0.8006963086734
"10184",0,0.09914155,0.08152928,0.001158864,5.0668,0.02831306,0.08553773,0.02162446,0.005877739,0.1230769,0.3672358,0.07199002,0,0.738483775720831
"10185",0,0.07454006,0.06466043,0,8.043048,0.02458469,0.1567628,0.02754068,0,0.1187161,0.2586151,0.1193212,0,0.713111432946888
"10186",0,0.02348442,0.005595324,0.001797411,5.647006,0.01914017,0.1678527,0.004490249,0.006162036,0.05465148,0.2271101,0.1282223,0.005070208,0.624271937936186
"10187",0,0.01584135,0,0.01144562,5.629152,0.02044803,0.2131949,0.006491972,0.01218808,0.0541982,0.2156564,0.1436274,0,0.615856042456692
"10188",0,0.004670087,0,0.01731761,5.790465,0.01919791,0.274634,0.01653751,0.006923418,0.01190388,0.1174077,0.2035665,0.002342629,0.615856042456692
"10189",0,0,0.0158301,0.02991916,6.346299,0.01639927,0.3165313,0,0.01025209,0.007120628,0.03470624,0.3323483,0.03738353,0.639666007175436
"10190",0,0,0.04074523,0.03197007,11.44741,0,0.408836,0.05980311,0.01314872,0,0,0.3767397,0.06104521,0.67714071461651
"10191",0,0.09567575,0.434305,0.06242341,10.70251,0.00182738,0.5611802,0.1461971,0.05036247,0.003809862,0.01975487,0.556734,0.1050951,1.26909175967732
"10192",0.4699783,1.083493,2.028375,0.1642226,11.03064,0.1921228,1.00531,0.4334366,0.1462888,0.1389427,0.1659228,0.7487833,0.3685136,3.66672351558594
"10193",1.71243,4.17067,7.24846,0.8145567,13.31519,1.739038,2.575137,1.156423,0.4389079,0.4980297,0.7916784,1.504413,1.562678,11.5182241175308
"10194",5.06842,10.40406,17.72685,2.836907,20.63949,6.652153,5.74539,5.291974,0.9725765,1.18134,2.776646,3.423505,5.486542,27.2787118092855
"10195",10.84344,18.11913,27.40549,6.297571,33.0722,12.64826,9.792733,9.739586,1.655964,1.954672,8.172239,7.147217,12.22159,41.8363000067971
"10196",17.38213,25.06179,32.79018,11.44835,47.05483,16.58313,13.91399,18.06666,2.401452,2.639146,16.3436,14.23785,19.98768,49.93538206701
"10197",22.67052,29.95586,35.76829,16.02324,58.47982,19.51812,18.80271,28.50385,3.132063,3.292935,30.35553,27.20657,27.11997,54.4147406325617
"10198",33.10676,34.3973,37.73053,20.99013,66.99509,22.45392,23.67808,43.38397,3.902384,3.593183,49.45137,39.72284,33.14364,57.3661348227254
"10199",30.92902,36.55552,39.37855,23.08978,71.50764,24.08339,23.93152,47.25307,4.376015,3.708371,57.45715,46.26835,36.3502,59.8449124713685
"10200",32.61315,37.16335,42.03394,25.09242,70.10565,26.53403,24.33873,49.87286,4.668482,3.781627,62.88833,48.09701,39.82779,63.8388696930226
"10201",39.22505,36.73285,41.64987,26.12013,66.16356,25.75691,23.94236,50.15422,4.74951,3.787686,62.68174,47.396,39.75623,63.2611921578505
"10202",32.11406,35.74725,38.35972,25.16025,60.20248,22.81226,21.5915,47.22474,4.632925,4.117931,57.86888,42.78835,35.82559,58.3124959765644
"10203",34.53546,38.94689,38.67149,28.1849,67.91558,25.82948,23.08009,60.69399,4.597102,4.109049,56.37549,46.59616,40.88851,58.7814274868115
"10204",31.98579,37.95265,34.86326,26.82836,58.52983,24.54009,21.06208,51.70826,4.719913,3.835226,54.91101,44.17202,37.15982,53.0534900801707
"10205",31.10431,37.72227,37.11272,27.49671,61.96036,25.81408,23.2525,38.52206,4.350728,3.566617,43.04602,44.51283,40.47532,56.4368902631277
"10206",32.45696,40.08203,40.28158,29.36893,60.68108,27.73616,22.74244,48.73056,4.535845,3.921138,53.46644,47.26539,42.38971,61.2031548349649
"10207",30.97112,37.79903,35.94725,28.00948,52.36801,26.37274,20.5341,46.97238,4.541877,3.635918,51.42652,46.93055,40.49088,54.6839133659031
"10208",31.44631,39.3,38.07445,28.73818,47.63521,26.85052,21.4321,52.56146,4.694184,3.651835,55.89966,46.52982,41.79307,57.8834229678458
"10209",33.93021,37.91128,38.97422,28.68769,46.13833,26.51414,22.07957,47.77342,4.575791,3.567603,52.95129,46.03412,43.07144,59.236761983707
"10210",35.26159,35.13338,35.29191,27.3499,41.58011,25.1515,18.56054,41.12721,4.389891,3.496284,47.23706,42.85848,38.59557,53.6982201435746
"10211",35.38756,35.77531,36.3502,28.00278,38.12177,25.42206,19.70716,43.66901,4.418536,3.548725,50.42092,44.34602,40.95086,55.2899882032963
"10212",31.09634,32.21147,38.04725,26.53845,35.43307,23.34959,20.28682,33.68728,4.093165,3.275758,41.60056,43.986,38.59795,57.8425116002391
"10213",30.73347,30.71756,32.73614,25.75252,32.4937,20.60681,16.62362,29.33513,4.02858,3.114085,36.82452,37.46148,35.01458,49.8541008057798
"10214",25.18323,25.99234,27.48114,22.4325,26.17745,17.02954,13.15416,21.54365,3.861308,2.665263,26.6424,31.45772,29.4264,41.9500847479531
"10215",19.05066,21.19235,20.25529,17.96593,19.02989,13.46394,10.55634,13.35405,3.709746,2.376476,17.42911,23.46943,22.08278,31.081724247202
"10216",11.88415,14.353,11.02408,11.03252,10.08047,8.800516,7.125619,9.400925,3.071401,1.89852,11.09161,14.11207,13.5701,17.1971130058756
"10217",7.777932,8.86346,5.57681,5.785979,4.058633,4.862052,3.911026,6.191829,2.21871,1.314048,7.014367,7.123028,7.89311,9.00390471827943
"10218",6.190904,5.878562,3.191238,3.143689,1.323614,2.631048,2.244202,3.908788,1.556898,0.8894603,4.392572,3.589082,4.560218,5.41577923871678
"10219",2.968916,3.914962,1.559106,1.819587,0.08903497,1.516615,1.335716,2.588415,1.060068,0.5475946,2.648755,1.659052,2.566007,2.96089864185801
"10220",2.193411,2.724633,0.6403362,1.112924,0,0.9225982,0.6568067,1.430705,0.765967,0.3722525,1.653994,0.5272285,1.325441,1.57898213326692
"10221",2.710794,2.05235,0.1786148,0.6863595,0,0.5643985,0.2161449,0.5503708,0.5719751,0.342733,0.7503682,0.06210758,8.173125,0.884509562412068
"10222",0.3458977,1.668781,0.01204504,0.4077754,0,0.3359574,0.05300098,0.2122788,0.4007332,0.1740892,0.1579198,0,0.2959756,0.633972919635981
"10223",0,1.302486,0.07101034,0.2111091,0,0.167199,0,0,0.2970219,0.1294873,0,0,0.1243444,0.722662297001265
"10224",1.601098,1.110669,0.3773367,0.07603675,0,0.03564351,0,0,0.2047727,0.04149042,0,0,0.0281387,1.18340605882345
"10225",2.492052,1.01345,0.8522599,0.0314136,0,0,0,0,0.1549544,0,0,0.003863502,0,1.89773538309261
"10226",1.051919,1.025202,1.03229,0.02752241,0.0976451,0.0006337925,0.1567543,0.3122516,0.09953667,0.02671783,0.08820839,0,0.02885886,2.16851764784849
"10227",0.7948247,1.011653,1.325378,0.005050488,0.5110093,0.001135385,0.3401104,0.3867686,0.07152354,0.0903917,0.1770722,0.2138792,0.1208225,2.6093496665652
"10228",0.8403891,1.068955,1.54172,0,0.9940179,0.007229925,0.5713296,0.5804336,0.06545115,0.2617105,0.4155802,0.350893,0.1761142,2.93474845666651
"10229",0.9879339,1.081128,1.681221,0.01164634,1.670294,0.02826716,0.8499412,0.9993919,0.04792866,0.2649991,0.7522369,0.5076402,0.3376623,3.14457112918466
"10230",0.5081137,0.9630754,1.652418,0.05228575,2.009016,0.09372548,1.075069,1.42387,0.02906789,0.3576154,1.134482,0.597854,0.4238041,3.10124869825914
"10231",2.252966,0.9023951,1.502801,0.07708072,2.383226,0.1343449,1.259362,1.698626,0.02747979,0.4622123,1.345753,0.6705269,0.485948,2.87621060681787
"10232",0.8978845,0.7722234,1.085192,0.1161219,2.540717,0.1777201,1.398312,1.912208,0.0323588,0.5276524,1.510931,0.6635495,0.5204017,2.24808724965461
"10233",2.257769,0.7276185,0.8318385,0.1518275,3.07177,0.2193226,1.56034,2.043874,0.02516123,0.5559311,1.547425,0.7291386,0.5868063,1.86701966976753
"10234",6.29352,0.5135389,0.4839137,0.1808143,3.353639,0.2472316,1.567097,2.087141,0.02356335,0.4338453,1.533106,0.6992985,0.5857252,1.3437079274048
"10235",1.353907,0.3263624,0.2617338,0.2109931,6.103871,0.2543108,1.572429,2.335426,0.01533401,0.3365125,1.41022,0.8132346,0.6071987,1.00952838462149
"10236",0,0.1373726,0.1105708,0.2168219,8.092555,0.2778912,1.606582,2.44413,0.007426822,0.2863868,1.402831,0.8195614,0.5973115,0.78216496324199
"10237",1.025082,0.03196381,0,0.2229102,9.687409,0.2970933,1.606647,2.434171,0,0.282946,1.415256,0.7698904,0.5488222,0.615856042456692
"10238",6.058012,0,0.0155159,0.2450913,11.37665,0.2921244,1.645265,2.438055,0.001263904,0.2772664,1.403595,0.8717253,0.5984508,0.639193420715804
"10239",4.835215,0.03605303,0.1103693,0.2452886,12.80234,0.2966128,1.758746,2.523931,0.02072366,0.41913,1.743546,0.8837358,0.6008392,0.781861888220934
"10240",0,0.05347306,0.02818762,0.5308338,12.73199,0.5910258,2.529832,2.846792,0.06533655,0.2943124,2.948849,1.114021,0.8303957,0.658252883771995
"10241",0,0,0,0.6662613,11.31068,0.7076324,2.823906,2.897189,0.07199002,0.1941459,3.768671,1.238743,0.7632968,0.615856042456692
"10242",0,0,0.0106173,0.6736324,10.81261,0.6242183,3.032507,2.85712,0.05522341,0.1533222,3.205804,1.28161,0.7603445,0.631825463901176
"10243",0,0.08951337,0.1447449,0.6419303,11.02689,0.6135707,3.112237,2.90704,0.03098968,0.1767614,3.078852,1.349924,0.8199643,0.833566035584859
"10244",0,0.2250354,0.2433623,0.6113363,11.19963,0.6219221,3.246073,3.111128,0.04070591,0.1986582,3.192055,1.347143,0.9050918,0.981895914401437
"10245",0,0.308002,0.3589706,0.662222,11.30691,0.6285417,3.3227,3.551832,0.07480442,0.2091785,3.376597,1.391062,0.9574423,1.15578171071315
"10246",0,0.3115601,1.617822,0.9659832,11.28242,0.7560335,3.537135,4.222204,0.08770103,0.2073047,4.57762,1.492424,0.9806068,3.04921304849005
"10247",0.06772228,0.4355827,3.189901,0.8147292,12.89881,0.7168265,3.35199,4.308723,0.1998987,0.2807318,4.202797,1.708597,1.141276,5.41376826450758
"10248",0.196437,0.5884826,5.007642,0.780542,13.62763,0.7440325,3.286361,4.554103,0.3621924,0.3665181,4.448086,1.680167,1.263107,8.14782231835534
"10249",0.1992054,0.7552966,7.050552,1.084888,13.57497,0.7246365,3.706843,5.086412,0.4022285,0.5645596,5.966824,1.761403,1.276979,11.2205518035494
"10250",0.5460474,1.018903,9.31457,1.102509,15.44703,0.8316076,4.190285,5.445946,0.4997602,0.5283414,5.557844,2.131679,1.646774,14.6258485927423
"10251",3.253452,4.470787,11.7996,1.989352,41.30009,5.753769,5.767795,6.594478,1.355551,1.5736,8.946313,3.927779,5.854496,18.3635682928719
"10252",8.328487,9.306396,14.51471,3.987799,58.52726,11.76068,13.43961,12.33446,2.679489,2.853991,15.59797,9.249221,11.77681,22.4473500319329
"10253",21.7458,23.07686,17.46998,17.03869,93.47363,23.18135,23.61967,32.62349,4.075892,3.7193,43.26884,31.87021,30.06219,26.8923550814503
"10254",27.09112,30.65509,20.67746,21.10761,90.68155,24.69595,24.1985,37.86165,4.836179,4.315798,48.05994,35.82909,33.95799,31.7167077789113
"10255",22.12229,25.52298,24.15505,15.63799,62.38184,18.62878,20.3152,28.26653,4.732948,3.99082,31.60843,26.12895,24.19959,36.9473314140279
"10256",20.41828,23.43703,27.92129,15.06544,64.54555,18.62051,18.97798,22.69091,4.266325,3.560095,24.97215,25.32232,26.52519,42.6121118969259
"10257",27.91237,31.51136,37.89474,21.76603,84.52581,25.21608,22.80474,39.48809,4.741027,3.897139,44.06501,35.80805,36.32206,57.6131221637065
"10258",21.59682,25.65802,25.74152,15.27445,52.57277,18.04815,15.94183,34.83185,4.458445,3.615603,38.61336,23.64996,23.55696,39.333532052517
"10259",23.74952,26.83612,33.96378,19.70193,64.87221,21.09596,20.38671,32.62349,4.479335,3.575722,45.17515,31.78557,33.23932,51.7005872516847
"10260",26.48098,29.61134,38.03542,21.64255,58.4247,22.68232,20.43091,41.59454,4.744388,3.820007,58.52213,35.64558,34.95869,57.824718163519
"10261",26.46662,30.11199,33.23817,21.9771,45.9079,21.15739,17.92587,45.51862,4.548862,3.828999,52.72739,31.92628,32.73039,50.6092013160577
"10262",20.25529,22.71775,26.24031,17.23421,29.97056,15.86552,13.8582,27.43664,3.939368,3.388989,33.67341,24.36048,23.62724,40.0837592969477
"10263",12.36415,13.6013,16.11882,11.86989,16.83853,9.821161,8.379208,15.68505,2.906529,2.694018,18.9759,15.76722,16.28508,24.8600828955905
"10264",8.450494,9.13326,10.45044,8.611298,11.887,6.92629,8.206814,10.1026,2.221347,2.179157,11.0372,11.6564,12.67616,16.3343042958067
"10265",6.904561,7.16364,6.728118,5.92116,7.18353,4.825982,5.530818,6.924142,1.800687,1.789018,6.765305,7.776176,9.047373,10.7355806306494
"10266",5.698808,5.629731,4.532989,3.955525,3.165555,3.111424,3.704245,5.128929,1.44849,1.462145,4.643443,4.729668,6.12821,7.43389940039233
"10267",3.891895,3.740641,2.899378,2.170447,0.9549539,1.857096,2.520733,3.836225,1.051075,1.063391,2.976246,2.486522,3.786919,4.97679424791995
"10268",2.686536,2.428947,1.699352,1.127695,0.06769705,1.14195,1.81805,2.632195,0.714582,0.6522819,1.784821,1.348659,2.3465,3.17184186470216
"10269",2.061243,1.677994,1.272165,0.6209931,0,0.7517838,1.298406,2.009289,0.5230986,0.4227363,1.202706,0.8551599,1.580824,2.52931229140153
"10270",1.673584,1.188989,0.876211,0.3121651,0,0.4892897,0.9536509,1.429363,0.3471122,0.246432,0.7847646,0.5567875,1.088287,1.93376009841186
"10271",1.170315,0.7997492,0.5323197,0.1921403,0,0.3557295,0.7100969,1.095272,0.2933818,0.1602303,0.5061675,0.3109602,0.7677861,1.41651512080065
"10272",0.6165704,0.4071999,0.1915004,0.07717307,0,0.2719595,0.4699783,0.6154793,0.1775948,0.09820142,0.25179,0.09882025,0.516282,0.903890721177955
"10273",0.1491683,0.1613539,0,0.01769433,0,0.2807601,0.313246,0.3530099,0.1156913,0.1040977,0.1208185,0,0.3219614,0.615856042456692
"10274",0.06181331,0.03488122,0.04766526,0.01904977,0.3542684,0.1784246,0.06789536,0.0933884,0.08505587,0.03126074,0.01900715,0.009621901,0.2460645,0.687549092968677
"10275",0.007130551,0,0.08010943,0.04519348,0.9131322,0.1097967,0,0.02362931,0.06267202,0.006206438,0.02390536,0.01472956,0.1797659,0.73634818729082
"10276",0,0,0.1623771,0.01622043,1.411559,0.07331967,0.001229834,0,0.03434407,0.01465162,0.01125148,0.01440505,0.1214055,0.860086528816983
"10277",0.06755289,0,0.2340879,0.0147328,1.319648,0.01305787,0.03752869,0,0.01862416,0,0,0.01736619,0.08358337,0.967946341323091
"10278",0,0,0.3030565,0.01592154,1.438057,0.02923408,0.04352192,0.03117657,0.01168729,0.006828134,0.03460768,0.01338422,0.08009455,1.07168162617292
"10279",0.0683176,0,0.3765208,0,2.374649,0.003748194,0.09742892,0.04891032,0,0.006500564,0.03346707,0.04119139,0.07851264,1.18217886820469
"10280",0.1494359,0,0.483236,0.01499127,2.529619,0,0.1165729,0.08123449,0,0.007583328,0.06656334,0.08208581,0.0956219,1.34268860263175
"10281",0.2104578,0.01210399,0.5907552,0.03943508,2.704816,0.02597498,0.1672759,0.1709828,0.01080169,0.03185738,0.1326661,0.142553,0.09115726,1.50440762895424
"10282",0.1780182,0,0.5019118,0.03412205,2.915437,0.02339343,0.1541926,0.2695328,0.008260762,0,0.1661275,0.08934626,0.05395629,1.3707787687769
"10283",0.0117223,0,0.4220248,0.02706036,3.239367,0.07876105,0.1458973,0.3030278,0,0.3409061,0.2872186,0.07032353,0.07831254,1.25062117965957
"10284",0,0,0.2766372,0.02702395,3.48095,0.07987139,0.1576748,0.2505176,0.01500268,0.1320079,0.2586476,0.02491298,0.0309461,1.03194450506225
"10285",0.007931653,0,0.1832316,0.02979551,3.83538,0.09551807,0.1867576,0.1907734,0.01689268,0.1247728,0.219408,0.03485894,0.02530201,0.891453665425536
"10286",0,0,0.1424991,0.01681187,4.040457,0.09942818,0.254907,0.1586047,0.02787906,0.1741882,0.2392213,0.03064759,0,0.830188140387396
"10287",0,0.05607469,0.3022735,0.04307773,4.502066,0.08645391,0.243784,0.1505785,0.03667859,0.2519146,0.2547591,0.06213241,0,1.07050392025983
"10288",0.1374549,0.5872388,1.206109,0.1180036,5.588525,0.1456475,0.4793816,0.2292111,0.08754212,0.3825984,0.3815908,0.1984156,0.1364387,2.42995783189329
"10289",1.034394,2.879983,5.171674,0.6075251,8.449602,0.8336281,1.711504,0.5862116,0.2900153,0.631281,1.001722,0.7305466,0.9519931,8.39454193053373
"10290",4.865589,7.10058,20.90025,3.310953,21.41829,4.415141,7.156725,3.629448,0.7317297,1.205242,5.417547,4.020356,6.264338,32.0518049696865
"10291",10.43559,12.42835,30.96543,7.142897,38.66437,9.696559,12.34691,10.09061,1.15716,1.865689,13.73598,10.81261,13.28994,47.1907858155316
"10292",17.71046,20.27946,36.73168,11.3757,56.90436,14.45748,16.25785,19.82953,1.763928,2.538227,27.35768,19.52751,20.72177,55.8637701339794
"10293",23.02088,26.47325,36.43934,14.51372,66.7913,17.39847,18.64016,28.31352,2.457774,3.095979,38.61099,26.10029,25.35848,55.4240631778718
"10294",28.33478,32.66601,40.75669,19.19619,78.40435,20.86749,20.91505,38.99085,3.327042,3.790218,51.12508,34.4623,31.61642,61.9177651240675
"10295",29.57072,32.86841,40.26723,20.92034,80.32952,21.64255,21.99097,41.15481,3.847224,4.079237,57.00131,38.36683,32.98927,61.1815710803636
"10296",29.4264,32.18969,39.07642,21.21037,74.05897,21.02292,19.92586,39.20364,4.107647,4.267501,56.78703,36.99268,32.07168,59.3904804311113
"10297",30.32833,33.01231,38.06499,21.8971,73.12064,20.9584,19.71134,38.7498,4.128921,4.242569,57.14807,37.31412,32.95819,57.8691942348473
"10298",30.49957,32.97431,38.59557,22.23559,70.22239,20.2616,19.9091,40.70877,3.993919,4.207569,57.71154,36.77046,33.19435,58.6672366401683
"10299",32.39268,34.27085,36.75165,22.65656,67.96173,20.25109,19.0247,44.69317,4.025864,4.257776,62.37535,35.6117,32.60166,55.8938068990935
"10300",33.38236,35.98352,40.59022,25.15368,72.23392,22.6233,21.4714,46.31007,4.181452,4.380193,58.97637,40.34614,36.79396,61.6673785297485
"10301",30.30906,33.66185,36.50975,23.17489,60.951,21.08749,19.0704,40.28994,4.120035,4.301259,52.35294,36.02215,33.54515,55.5299664643859
"10302",28.28778,30.81985,32.11979,20.98061,50.00977,18.94477,16.8903,32.11177,4.011126,4.023614,43.6411,31.58216,29.77616,48.9270522240021
"10303",27.61026,29.95021,33.80639,20.49934,48.04387,19.36901,16.91671,29.0864,3.732453,3.821544,39.34522,31.92742,31.70555,51.4638578344932
"10304",29.31711,31.77642,37.32709,22.69198,44.72609,20.75554,19.43467,33.52898,3.910717,3.96504,44.53719,34.96684,33.74162,56.7593229790775
"10305",24.96996,26.67669,29.60005,18.49441,28.94926,16.25281,14.37665,29.94681,3.611041,3.894286,40.89571,26.5484,26.26017,45.1371254073421
"10306",14.88375,15.45602,12.65884,8.583564,12.72622,8.962541,8.023615,13.0912,2.655571,2.90558,15.46301,12.58288,15.0555,19.6559463628104
"10307",14.26244,14.83715,15.80432,8.442468,14.17591,8.097863,8.78165,11.92219,2.419564,2.790186,15.60597,11.6545,14.57198,24.3870452076387
"10308",13.66373,13.75064,16.91874,8.371196,12.22732,7.51014,8.45852,12.10701,2.48801,2.901639,15.52596,11.40588,12.71081,26.063238085881
"10309",10.07586,9.736839,8.581775,4.941035,5.794286,4.770168,4.976861,7.464809,1.860183,2.237111,7.381256,6.987165,8.430879,13.5236557388707
"10310",11.98596,11.51353,9.470117,5.639814,8.298259,4.396122,4.299845,7.429974,1.8626,2.28153,8.958934,6.650278,9.813823,14.8598059639596
"10311",13.47659,12.96642,13.52138,6.874523,11.22878,4.736787,4.442078,8.509389,2.085289,2.507166,12.86792,7.528462,11.07378,20.9532879442601
"10312",11.41438,11.29937,11.02127,5.185747,6.845794,3.870164,3.22641,6.246891,1.799019,2.175285,9.82483,5.565264,8.571938,17.1928865006191
"10313",8.245855,8.034214,7.615821,2.926542,1.692755,2.449571,2.230511,4.360178,1.343542,1.850119,6.127707,3.243912,5.63378,12.0707697394184
"10314",5.517479,5.559245,5.222795,1.577569,0,1.530711,1.525729,3.150357,0.9847754,1.541979,4.035332,1.918148,3.780476,8.47143274021825
"10315",4.264913,4.20929,3.899144,0.8872398,0,0.9323183,0.9736465,2.355829,0.6848566,1.180231,2.816938,1.25026,2.67877,6.48053668713388
"10316",3.518135,3.334305,3.176833,0.5559311,0,0.596715,0.6772959,1.852735,0.5071141,0.8382499,2.360953,0.9381595,1.950336,5.39411275892363
"10317",2.819551,2.66117,2.703015,0.3379645,0,0.419993,0.4962479,1.486436,0.3284459,0.636327,2.019646,0.6761298,1.542109,4.68144575978237
"10318",2.411879,2.180125,2.02551,0.2130161,0,0.2366337,0.4551921,1.253313,0.2200959,0.3823839,1.515775,0.4322112,1.182635,3.66241428513767
"10319",2.112687,1.786752,1.596856,0.1281126,0,0.1585032,0.4683714,1.054634,0.1262866,0.2291657,1.124945,0.3642626,0.9503358,3.0176782053562
"10320",1.829888,1.45618,1.17247,0.1294751,0,0.1337548,0.4916942,1.033793,0.1094297,0.1400409,0.8796511,0.2746949,0.8076632,2.37936160046241
"10321",1.640674,1.206728,0.770061,0.1055572,0,0.08580146,0.4034173,0.8620694,0.0558034,0.06730074,0.6030663,0.2171448,0.6687536,1.77410047813815
"10322",1.245775,1.00244,0.4527707,0.06183103,0.2603082,0.1287467,0.3347892,0.7840225,0.02558702,0.06850542,0.5841044,0.1468263,0.5699313,1.2968659155896
"10323",0.9029812,0.8094429,0.2446003,0.0371064,0.4555014,0.09937781,0.2229417,0.5559846,0.02614072,0.04599342,0.2992977,0.08867838,0.4545221,0.983757983265298
"10324",0.731617,0.7046099,0.1054318,0,0.7772923,0.06641604,0.2532576,0.3714933,0.00384245,0.04196775,0.1393017,0.05866408,0.3400958,0.774435422134251
"10325",0.3452418,0.5506379,0.02548495,0.007468274,1.172839,0.1066043,0.1727345,0.3075757,0,0.07760925,0.1269393,0,0.3093678,0.654187812967236
"10326",0.1786451,0.4326707,0.03913889,0.009002579,1.701663,0.1445204,0.1272152,0.2046662,0.005489394,0.1319384,0.09952117,0.03824637,0.2640866,0.674724627622346
"10327",0.09390177,0.3523417,0.0304675,0.02941278,2.182131,0.1373973,0.08973375,0.1600184,0.01895945,0.1724423,0.06702719,0.0412735,0.2454401,0.661682038506518
"10328",0.06644478,0.3023069,0.03097411,0.07498076,2.664042,0.09737488,0.06709555,0.109059,0.03607865,0.1473517,0.03583536,0.08430399,0.2045642,0.662444027769135
"10329",0.08299497,0.2436144,0.05095307,0.08260938,3.108984,0.04383734,0.06106996,0.05219991,0.06809379,0.1096428,0,0.1205011,0.1108199,0.692494269569074
"10330",0.01663967,0.145194,0.03587376,0.09063152,3.664638,0.05542124,0,0.04167465,0.08164501,0.09786138,0.06592788,0.127747,0.07659345,0.66981356388288
"10331",0,0.08539839,0.02802257,0.1037578,4.053272,0.02675416,0.03244356,0.02566512,0.09818209,0.05500144,0.103664,0.1745757,0.03557002,0.65800463299172
"10332",0.04736506,0.0660391,0.003915804,0.0694532,4.410405,0.02113288,0.1267487,0,0.08910708,0.04131292,0.1129431,0.1734955,0.005506047,0.621745781314028
"10333",0.05274976,0.02451615,0,0.08530803,4.641212,0,0.1547902,0.02754677,0.08092126,0,0.1714204,0.1571975,0,0.615856042456692
